operationID,vehicleID,StationIDs,routeIDs,startTime,endTime,VehicleType,operationServiceType
202504260001,TW_000000005,"[""S413000840"", ""S413000870"", ""S413000990"", ""S413000830""]","[2025042600010, 2025042600011, 2025042600012]",202504261459,202504261517,carnivalWheel,P2P
202504260001,TW_000000007,"[""S186000320"", ""S186000560"", ""S186000700"", ""S186001090""]","[2025042600007, 2025042600008, 2025042600009]",202504261329,202504261339,IONIQ5,POOL
202504260001,TW_000000010,"[""S186000320"", ""S186000760"", ""S186001150"", ""S186001090""]","[2025042600013, 2025042600014, 2025042600015]",202504261524,202504261550,IONIQ5,POOL
202504260002,TW_000000003,"[""S413000840"", ""S413000750"", ""S413000760"", ""S413000830""]","[2025042600031, 2025042600032, 2025042600033]",202504261427,202504261436,carnivalReg,POOL
202504260002,TW_000000010,"[""S186000320"", ""S186000970"", ""S186000740"", ""S186001090""]","[2025042600019, 2025042600020, 2025042600021]",202504262050,202504262114,IONIQ5,POOL
202504260003,TW_000000003,"[""S413000840"", ""S413000740"", ""S413000290"", ""S413000830""]","[2025042600034, 2025042600035, 2025042600036]",202504261927,202504261943,carnivalReg,POOL
202504260003,TW_000000010,"[""S186000320"", ""S186000220"", ""S186001300"", ""S186001090""]","[2025042600022, 2025042600023, 2025042600024]",202504261026,202504261046,IONIQ5,POOL
202504260004,TW_000000003,"[""S413000840"", ""S413001200"", ""S413001160"", ""S413000830""]","[2025042600037, 2025042600038, 2025042600039]",202504262126,202504262140,carnivalReg,POOL
202504260004,TW_000000010,"[""S186000320"", ""S186000960"", ""S186000200"", ""S186001090""]","[2025042600025, 2025042600026, 2025042600027]",202504261751,202504261811,IONIQ5,POOL
202504260005,TW_000000003,"[""S413000840"", ""S413000650"", ""S413000800"", ""S413000830""]","[2025042600043, 2025042600044, 2025042600045]",202504261030,202504261039,carnivalReg,POOL
202504260005,TW_000000010,"[""S186000320"", ""S186001060"", ""S186001230"", ""S186001090""]","[2025042600028, 2025042600029, 2025042600030]",202504261851,202504261915,IONIQ5,POOL
202504260006,TW_000000010,"[""S186000320"", ""S186000080"", ""S186001310"", ""S186001090""]","[2025042600040, 2025042600041, 2025042600042]",202504261624,202504261643,IONIQ5,POOL
202504270001,TW_000000001,"[""S413000840"", ""S413000430"", ""S413000190"", ""S413000830""]","[2025042700004, 2025042700005, 2025042700006]",202504271256,202504271312,carnivalReg,POOL
202504270001,TW_000000002,"[""S413000840"", ""S413000980"", ""S413000310"", ""S413000830""]","[2025042700010, 2025042700011, 2025042700012]",202504271926,202504271939,carnivalReg,POOL
202504270001,TW_000000003,"[""S413000840"", ""S413001210"", ""S413001600"", ""S413000830""]","[2025042700019, 2025042700020, 2025042700021]",202504271526,202504271542,carnivalReg,POOL
202504270001,TW_000000005,"[""S413000840"", ""S413000150"", ""S413001170"", ""S413000830""]","[2025042700001, 2025042700002, 2025042700003]",202504271555,202504271616,carnivalWheel,P2P
202504270001,TW_000000007,"[""S186000320"", ""S186001160"", ""S186000330"", ""S186001090""]","[2025042700007, 2025042700008, 2025042700009]",202504271649,202504271726,IONIQ5,POOL
202504270001,TW_000000010,"[""S186000320"", ""S186000470"", ""S186001200"", ""S186001090""]","[2025042700013, 2025042700014, 2025042700015]",202504271755,202504271818,IONIQ5,POOL
202504270002,TW_000000003,"[""S413000840"", ""S413000940"", ""S413000900"", ""S413000830""]","[2025042700022, 2025042700023, 2025042700024]",202504272128,202504272137,carnivalReg,POOL
202504270002,TW_000000010,"[""S186000320"", ""S186001370"", ""S186000220"", ""S186001090""]","[2025042700016, 2025042700017, 2025042700018]",202504271956,202504272013,IONIQ5,POOL
202504270003,TW_000000003,"[""S413000840"", ""S413000220"", ""S413000720"", ""S413000830""]","[2025042700025, 2025042700026, 2025042700027]",202504271657,202504271710,carnivalReg,POOL
202504270003,TW_000000010,"[""S186000320"", ""S186000950"", ""S186000390"", ""S186001090""]","[2025042700031, 2025042700032, 2025042700033]",202504272121,202504272153,IONIQ5,POOL
202504270004,TW_000000003,"[""S413000840"", ""S413000070"", ""S413001220"", ""S413000830""]","[2025042700028, 2025042700029, 2025042700030]",202504271753,202504271816,carnivalReg,POOL
202504270004,TW_000000010,"[""S186000320"", ""S186001160"", ""S186000870"", ""S186001090""]","[2025042700037, 2025042700038, 2025042700039]",202504270936,202504271010,IONIQ5,POOL
202504270005,TW_000000003,"[""S413000840"", ""S413001240"", ""S413001070"", ""S413000830""]","[2025042700034, 2025042700035, 2025042700036]",202504270815,202504270828,carnivalReg,POOL
202504270005,TW_000000010,"[""S186000320"", ""S186000600"", ""S186000210"", ""S186001090""]","[2025042700046, 2025042700047, 2025042700048]",202504271049,202504271110,IONIQ5,POOL
202504270006,TW_000000003,"[""S413000840"", ""S413000370"", ""S413000290"", ""S413000830""]","[2025042700040, 2025042700041, 2025042700042]",202504270954,202504271010,carnivalReg,POOL
202504270006,TW_000000010,"[""S186000320"", ""S186000600"", ""S186000210"", ""S186001090""]","[2025042700049, 2025042700050, 2025042700051]",202504271054,202504271115,IONIQ5,POOL
202504270007,TW_000000003,"[""S413000840"", ""S413000370"", ""S413000290"", ""S413000830""]","[2025042700043, 2025042700044, 2025042700045]",202504270959,202504271015,carnivalReg,POOL
202504270007,TW_000000010,"[""S186000320"", ""S186000600"", ""S186000210"", ""S186001090""]","[2025042700052, 2025042700053, 2025042700054]",202504271059,202504271120,IONIQ5,POOL
202504270008,TW_000000003,"[""S413000840"", ""S413000990"", ""S413000070"", ""S413000830""]","[2025042700058, 2025042700059, 2025042700060]",202504271423,202504271438,carnivalReg,POOL
202504270008,TW_000000010,"[""S186000320"", ""S186000790"", ""S186000770"", ""S186001090""]","[2025042700055, 2025042700056, 2025042700057]",202504271350,202504271416,IONIQ5,POOL
202504270009,TW_000000010,"[""S186000320"", ""S186000420"", ""S186000750"", ""S186001090""]","[2025042700061, 2025042700062, 2025042700063]",202504271457,202504271510,IONIQ5,POOL
202504280001,TW_000000001,"[""S413000840"", ""S413001610"", ""S413000410"", ""S413000830""]","[2025042800010, 2025042800011, 2025042800012]",202504281226,202504281239,carnivalReg,POOL
202504280001,TW_000000002,"[""S413000840"", ""S413000700"", ""S413000140"", ""S413000830""]","[2025042800025, 2025042800026, 2025042800027]",202504281557,202504281614,carnivalReg,POOL
202504280001,TW_000000003,"[""S413000840"", ""S413000600"", ""S413001260"", ""S413000830""]","[2025042800034, 2025042800035, 2025042800036]",202504281028,202504281044,carnivalReg,POOL
202504280001,TW_000000005,"[""S413000840"", ""S413000700"", ""S413001140"", ""S413000830""]","[2025042800001, 2025042800002, 2025042800003]",202504281527,202504281548,carnivalWheel,P2P
202504280001,TW_000000007,"[""S186000320"", ""S186000120"", ""S186000550"", ""S186001090""]","[2025042800004, 2025042800005, 2025042800006]",202504281128,202504281145,IONIQ5,POOL
202504280001,TW_000000010,"[""S186000320"", ""S186000610"", ""S186000420"", ""S186001090""]","[2025042800007, 2025042800008, 2025042800009]",202504281555,202504281612,IONIQ5,POOL
202504280002,TW_000000003,"[""S413000840"", ""S413000280"", ""S413000790"", ""S413000830""]","[2025042800037, 2025042800038, 2025042800039]",202504281330,202504281343,carnivalReg,POOL
202504280002,TW_000000010,"[""S186000320"", ""S186000570"", ""S186001260"", ""S186001090""]","[2025042800013, 2025042800014, 2025042800015]",202504282056,202504282123,IONIQ5,POOL
202504280003,TW_000000003,"[""S413000840"", ""S413000230"", ""S413000030"", ""S413000830""]","[2025042800040, 2025042800041, 2025042800042]",202504281720,202504281738,carnivalReg,POOL
202504280003,TW_000000010,"[""S186000320"", ""S186000640"", ""S186001160"", ""S186001090""]","[2025042800016, 2025042800017, 2025042800018]",202504281359,202504281421,IONIQ5,POOL
202504280004,TW_000000003,"[""S413000840"", ""S413000670"", ""S413000920"", ""S413000830""]","[2025042800043, 2025042800044, 2025042800045]",202504281859,202504281910,carnivalReg,POOL
202504280004,TW_000000010,"[""S186000320"", ""S186000870"", ""S186000980"", ""S186001090""]","[2025042800019, 2025042800020, 2025042800021]",202504281226,202504281249,IONIQ5,POOL
202504280005,TW_000000003,"[""S413000840"", ""S413000530"", ""S413000070"", ""S413000830""]","[2025042800046, 2025042800047, 2025042800048]",202504282016,202504282033,carnivalReg,POOL
202504280005,TW_000000010,"[""S186000320"", ""S186000160"", ""S186000520"", ""S186001090""]","[2025042800022, 2025042800023, 2025042800024]",202504281656,202504281719,IONIQ5,POOL
202504280006,TW_000000010,"[""S186000320"", ""S186000400"", ""S186000370"", ""S186001090""]","[2025042800028, 2025042800029, 2025042800030]",202504281856,202504281914,IONIQ5,POOL
202504280007,TW_000000010,"[""S186000320"", ""S186000900"", ""S186000600"", ""S186001090""]","[2025042800031, 2025042800032, 2025042800033]",202504281004,202504281039,IONIQ5,POOL
202504290001,TW_000000001,"[""S413000840"", ""S413001150"", ""S413001160"", ""S413000830""]","[2025042900010, 2025042900011, 2025042900012]",202504291224,202504291238,carnivalReg,POOL
202504290001,TW_000000002,"[""S413000840"", ""S413001270"", ""S413001110"", ""S413000830""]","[2025042900013, 2025042900014, 2025042900015]",202504291428,202504291438,carnivalReg,POOL
202504290001,TW_000000003,"[""S413000840"", ""S413000850"", ""S413001220"", ""S413000830""]","[2025042900019, 2025042900020, 2025042900021]",202504291030,202504291044,carnivalReg,POOL
202504290001,TW_000000005,"[""S413000840"", ""S413000670"", ""S413000070"", ""S413000830""]","[2025042900016, 2025042900017, 2025042900018]",202504291026,202504291050,carnivalWheel,P2P
202504290001,TW_000000007,"[""S186000320"", ""S186000830"", ""S186001130"", ""S186001090""]","[2025042900001, 2025042900002, 2025042900003]",202504292049,202504292121,IONIQ5,POOL
202504290001,TW_000000010,"[""S186000320"", ""S186000190"", ""S186000060"", ""S186001090""]","[2025042900004, 2025042900005, 2025042900006]",202504291020,202504291048,IONIQ5,POOL
202504290002,TW_000000003,"[""S413000840"", ""S413000440"", ""S413000980"", ""S413000830""]","[2025042900028, 2025042900029, 2025042900030]",202504291555,202504291610,carnivalReg,POOL
202504290002,TW_000000010,"[""S186000320"", ""S186000080"", ""S186000960"", ""S186001090""]","[2025042900007, 2025042900008, 2025042900009]",202504291324,202504291348,IONIQ5,POOL
202504290003,TW_000000003,"[""S413000840"", ""S413000950"", ""S413000380"", ""S413000830""]","[2025042900031, 2025042900032, 2025042900033]",202504292127,202504292138,carnivalReg,POOL
202504290003,TW_000000010,"[""S186000320"", ""S186001330"", ""S186000490"", ""S186001090""]","[2025042900022, 2025042900023, 2025042900024]",202504291557,202504291621,IONIQ5,POOL
202504290004,TW_000000003,"[""S413000840"", ""S413000750"", ""S413000240"", ""S413000830""]","[2025042900037, 2025042900038, 2025042900039]",202504291727,202504291738,carnivalReg,POOL
202504290004,TW_000000010,"[""S186000320"", ""S186000930"", ""S186001450"", ""S186001090""]","[2025042900025, 2025042900026, 2025042900027]",202504291722,202504291746,IONIQ5,POOL
202504290005,TW_000000003,"[""S413000840"", ""S413000350"", ""S413000920"", ""S413000830""]","[2025042900040, 2025042900041, 2025042900042]",202504291825,202504291837,carnivalReg,POOL
202504290005,TW_000000010,"[""S186000320"", ""S186001070"", ""S186000590"", ""S186001090""]","[2025042900034, 2025042900035, 2025042900036]",202504291920,202504291957,IONIQ5,POOL
202504290006,TW_000000003,"[""S413000840"", ""S413000520"", ""S413001590"", ""S413000830""]","[2025042900043, 2025042900044, 2025042900045]",202504290820,202504290840,carnivalReg,POOL
202504290006,TW_000000010,"[""S186000320"", ""S186000230"", ""S186000240"", ""S186001090""]","[2025042900046, 2025042900047, 2025042900048]",202504290826,202504290853,IONIQ5,POOL
202504290007,TW_000000003,"[""S413000840"", ""S413000600"", ""S413000370"", ""S413000830""]","[2025042900052, 2025042900053, 2025042900054]",202504291935,202504291948,carnivalReg,POOL
202504290007,TW_000000010,"[""S186000320"", ""S186000650"", ""S186000760"", ""S186001090""]","[2025042900049, 2025042900050, 2025042900051]",202504291126,202504291143,IONIQ5,POOL
202504300001,TW_000000001,"[""S413000840"", ""S413000730"", ""S413001160"", ""S413000830""]","[2025043000001, 2025043000002, 2025043000003]",202504301027,202504301038,carnivalReg,POOL
202504300001,TW_000000002,"[""S413000840"", ""S413000740"", ""S413000870"", ""S413000830""]","[2025043000019, 2025043000020, 2025043000021]",202504301727,202504301737,carnivalReg,POOL
202504300001,TW_000000003,"[""S413000840"", ""S413000320"", ""S413001150"", ""S413000830""]","[2025043000022, 2025043000023, 2025043000024]",202504301925,202504301941,carnivalReg,POOL
202504300001,TW_000000005,"[""S413000840"", ""S413001130"", ""S413000030"", ""S413000830""]","[2025043000010, 2025043000011, 2025043000012]",202504301725,202504301748,carnivalWheel,P2P
202504300001,TW_000000007,"[""S186000320"", ""S186000790"", ""S186001050"", ""S186001090""]","[2025043000004, 2025043000005, 2025043000006]",202504301527,202504301541,IONIQ5,POOL
202504300001,TW_000000010,"[""S186000320"", ""S186000130"", ""S186000980"", ""S186001090""]","[2025043000007, 2025043000008, 2025043000009]",202504301028,202504301050,IONIQ5,POOL
202504300001,TW_000000011,"[""S186000320"", ""S186000500"", ""S186000050"", ""S186001090""]","[2025043000052, 2025043000053, 2025043000054]",202504300837,202504300905,IONIQ5,POOL
202504300002,TW_000000002,"[""S413000840"", ""S413000100"", ""S413000210"", ""S413000830""]","[2025043000055, 2025043000056, 2025043000057]",202504300900,202504300916,carnivalReg,POOL
202504300002,TW_000000003,"[""S413000840"", ""S413000450"", ""S413000390"", ""S413000830""]","[2025043000025, 2025043000026, 2025043000027]",202504301256,202504301310,carnivalReg,POOL
202504300002,TW_000000010,"[""S186000320"", ""S186000790"", ""S186001160"", ""S186001090""]","[2025043000013, 2025043000014, 2025043000015]",202504301327,202504301348,IONIQ5,POOL
202504300003,TW_000000002,"[""S413000840"", ""S413001630"", ""S413000620"", ""S413000830""]","[2025043000058, 2025043000059, 2025043000060]",202504301135,202504301148,carnivalReg,POOL
202504300003,TW_000000003,"[""S413000840"", ""S413001280"", ""S413001670"", ""S413000830""]","[2025043000031, 2025043000032, 2025043000033]",202504301528,202504301540,carnivalReg,POOL
202504300003,TW_000000010,"[""S186000320"", ""S186000360"", ""S186000890"", ""S186001090""]","[2025043000016, 2025043000017, 2025043000018]",202504301129,202504301149,IONIQ5,POOL
202504300004,TW_000000003,"[""S413000840"", ""S413000330"", ""S413000020"", ""S413000830""]","[2025043000034, 2025043000035, 2025043000036]",202504301355,202504301413,carnivalReg,POOL
202504300004,TW_000000010,"[""S186000320"", ""S186001380"", ""S186001100"", ""S186001090""]","[2025043000028, 2025043000029, 2025043000030]",202504301922,202504301943,IONIQ5,POOL
202504300005,TW_000000003,"[""S413000840"", ""S413000250"", ""S413000310"", ""S413000830""]","[2025043000043, 2025043000044, 2025043000045]",202504302026,202504302039,carnivalReg,POOL
202504300005,TW_000000010,"[""S186000320"", ""S186001150"", ""S186000240"", ""S186001090""]","[2025043000037, 2025043000038, 2025043000039]",202504301620,202504301641,IONIQ5,POOL
202504300006,TW_000000003,"[""S413000840"", ""S413000170"", ""S413000110"", ""S413000830""]","[2025043000049, 2025043000050, 2025043000051]",202504302124,202504302142,carnivalReg,POOL
202504300006,TW_000000010,"[""S186000320"", ""S186000480"", ""S186000820"", ""S186001090""]","[2025043000040, 2025043000041, 2025043000042]",202504302024,202504302049,IONIQ5,POOL
202504300007,TW_000000010,"[""S186000320"", ""S186000160"", ""S186000050"", ""S186001090""]","[2025043000046, 2025043000047, 2025043000048]",202504302126,202504302150,IONIQ5,POOL
202505010001,TW_000000001,"[""S413000840"", ""S413001050"", ""S413001210"", ""S413000830""]","[2025050100004, 2025050100005, 2025050100006]",202505011126,202505011145,carnivalReg,POOL
202505010001,TW_000000002,"[""S413000840"", ""S413000260"", ""S413000190"", ""S413000830""]","[2025050100007, 2025050100008, 2025050100009]",202505012126,202505012144,carnivalReg,POOL
202505010001,TW_000000005,"[""S413000840"", ""S413001180"", ""S413000650"", ""S413000830""]","[2025050100001, 2025050100002, 2025050100003]",202505010826,202505010844,carnivalWheel,P2P
202505010001,TW_000000007,"[""S186000320"", ""S186001210"", ""S186001420"", ""S186001090""]","[2025050100016, 2025050100017, 2025050100018]",202505011722,202505011746,IONIQ5,POOL
202505010001,TW_000000011,"[""S186000320"", ""S186000140"", ""S186000500"", ""S186001090""]","[2025050100019, 2025050100020, 2025050100021]",202505011257,202505011314,IONIQ5,POOL
202505010002,TW_000000002,"[""S413000840"", ""S413000220"", ""S413001170"", ""S413000830""]","[2025050100010, 2025050100011, 2025050100012]",202505011657,202505011712,carnivalReg,POOL
202505010002,TW_000000011,"[""S186000320"", ""S186000200"", ""S186001450"", ""S186001090""]","[2025050100022, 2025050100023, 2025050100024]",202505012019,202505012045,IONIQ5,POOL
202505010003,TW_000000002,"[""S413000840"", ""S413000350"", ""S413000490"", ""S413000830""]","[2025050100013, 2025050100014, 2025050100015]",202505011455,202505011511,carnivalReg,POOL
202505010003,TW_000000011,"[""S186000320"", ""S186000330"", ""S186000060"", ""S186001090""]","[2025050100028, 2025050100029, 2025050100030]",202505011557,202505011625,IONIQ5,POOL
202505010004,TW_000000002,"[""S413000840"", ""S413000310"", ""S413001270"", ""S413000830""]","[2025050100025, 2025050100026, 2025050100027]",202505011856,202505011914,carnivalReg,POOL
202505010004,TW_000000011,"[""S186000320"", ""S186000020"", ""S186000610"", ""S186001090""]","[2025050100031, 2025050100032, 2025050100033]",202505012120,202505012157,IONIQ5,POOL
202505010005,TW_000000002,"[""S413000840"", ""S413000690"", ""S413000080"", ""S413000830""]","[2025050100037, 2025050100038, 2025050100039]",202505010836,202505010850,carnivalReg,POOL
202505010005,TW_000000011,"[""S186000320"", ""S186001100"", ""S186000980"", ""S186001090""]","[2025050100034, 2025050100035, 2025050100036]",202505010832,202505010852,IONIQ5,POOL
202505010006,TW_000000002,"[""S413000840"", ""S413000030"", ""S413000930"", ""S413000830""]","[2025050100040, 2025050100041, 2025050100042]",202505010944,202505011001,carnivalReg,POOL
202505010006,TW_000000011,"[""S186000320"", ""S186000100"", ""S186000280"", ""S186001090""]","[2025050100043, 2025050100044, 2025050100045]",202505011040,202505011054,IONIQ5,POOL
202505010007,TW_000000002,"[""S413000840"", ""S413001280"", ""S413000260"", ""S413000830""]","[2025050100046, 2025050100047, 2025050100048]",202505011235,202505011249,carnivalReg,POOL
202505010007,TW_000000011,"[""S186000320"", ""S186001400"", ""S186000990"", ""S186001090""]","[2025050100052, 2025050100053, 2025050100054]",202505011409,202505011433,IONIQ5,POOL
202505010008,TW_000000002,"[""S413000840"", ""S413000380"", ""S413000640"", ""S413000830""]","[2025050100049, 2025050100050, 2025050100051]",202505011347,202505011357,carnivalReg,POOL
202505010008,TW_000000011,"[""S186000320"", ""S186001170"", ""S186001290"", ""S186001090""]","[2025050100055, 2025050100056, 2025050100057]",202505011826,202505011836,IONIQ5,POOL
202505010009,TW_000000002,"[""S413000840"", ""S413000900"", ""S413001620"", ""S413000830""]","[2025050100058, 2025050100059, 2025050100060]",202505012027,202505012040,carnivalReg,POOL
202505020001,TW_000000001,"[""S413000840"", ""S413001600"", ""S413000500"", ""S413000830""]","[2025050200007, 2025050200008, 2025050200009]",202505021326,202505021339,carnivalReg,POOL
202505020001,TW_000000002,"[""S413000840"", ""S413000710"", ""S413000340"", ""S413000830""]","[2025050200010, 2025050200011, 2025050200012]",202505021026,202505021040,carnivalReg,POOL
202505020001,TW_000000005,"[""S413000840"", ""S413001030"", ""S413000490"", ""S413000830""]","[2025050200001, 2025050200002, 2025050200003]",202505021655,202505021716,carnivalWheel,P2P
202505020001,TW_000000007,"[""S186000320"", ""S186000180"", ""S186001160"", ""S186001090""]","[2025050200004, 2025050200005, 2025050200006]",202505020820,202505020848,IONIQ5,POOL
202505020001,TW_000000011,"[""S186000320"", ""S186001260"", ""S186001320"", ""S186001090""]","[2025050200013, 2025050200014, 2025050200015]",202505021520,202505021543,IONIQ5,POOL
202505020002,TW_000000002,"[""S413000840"", ""S413000780"", ""S413000500"", ""S413000830""]","[2025050200025, 2025050200026, 2025050200027]",202505022128,202505022141,carnivalReg,POOL
202505020002,TW_000000011,"[""S186000320"", ""S186000490"", ""S186000040"", ""S186001090""]","[2025050200016, 2025050200017, 2025050200018]",202505021920,202505021942,IONIQ5,POOL
202505020003,TW_000000002,"[""S413000840"", ""S413000130"", ""S413001220"", ""S413000830""]","[2025050200028, 2025050200029, 2025050200030]",202505021924,202505021946,carnivalReg,POOL
202505020003,TW_000000011,"[""S186000320"", ""S186000430"", ""S186000110"", ""S186001090""]","[2025050200019, 2025050200020, 2025050200021]",202505022056,202505022115,IONIQ5,POOL
202505020004,TW_000000002,"[""S413000840"", ""S413000070"", ""S413001010"", ""S413000830""]","[2025050200031, 2025050200032, 2025050200033]",202505021523,202505021540,carnivalReg,POOL
202505020004,TW_000000011,"[""S186000320"", ""S186000340"", ""S186001040"", ""S186001090""]","[2025050200022, 2025050200023, 2025050200024]",202505021659,202505021712,IONIQ5,POOL
202505020005,TW_000000002,"[""S413000840"", ""S413001110"", ""S413000330"", ""S413000830""]","[2025050200034, 2025050200035, 2025050200036]",202505021656,202505021711,carnivalReg,POOL
202505020005,TW_000000011,"[""S186000320"", ""S186001380"", ""S186000980"", ""S186001090""]","[2025050200037, 2025050200038, 2025050200039]",202505021752,202505021815,IONIQ5,POOL
202505020006,TW_000000002,"[""S413000840"", ""S413000130"", ""S413001590"", ""S413000830""]","[2025050200040, 2025050200041, 2025050200042]",202505020834,202505020856,carnivalReg,POOL
202505020006,TW_000000011,"[""S186000320"", ""S186000040"", ""S186001080"", ""S186001090""]","[2025050200043, 2025050200044, 2025050200045]",202505021002,202505021031,IONIQ5,POOL
202505020007,TW_000000002,"[""S413000840"", ""S413000550"", ""S413000150"", ""S413000830""]","[2025050200049, 2025050200050, 2025050200051]",202505021140,202505021155,carnivalReg,POOL
202505020007,TW_000000011,"[""S186000320"", ""S186000120"", ""S186000370"", ""S186001090""]","[2025050200046, 2025050200047, 2025050200048]",202505021109,202505021127,IONIQ5,POOL
202505020008,TW_000000011,"[""S186000320"", ""S186001190"", ""S186000700"", ""S186001090""]","[2025050200052, 2025050200053, 2025050200054]",202505021301,202505021323,IONIQ5,POOL
202505030001,TW_000000001,"[""S413000840"", ""S413000510"", ""S413000960"", ""S413000830""]","[2025050300001, 2025050300002, 2025050300003]",202505032025,202505032040,carnivalReg,POOL
202505030001,TW_000000002,"[""S413000840"", ""S413000170"", ""S413000620"", ""S413000830""]","[2025050300007, 2025050300008, 2025050300009]",202505031054,202505031110,carnivalReg,POOL
202505030001,TW_000000005,"[""S413000840"", ""S413000430"", ""S413000630"", ""S413000830""]","[2025050300004, 2025050300005, 2025050300006]",202505031556,202505031616,carnivalWheel,P2P
202505030001,TW_000000007,"[""S186000320"", ""S186001320"", ""S186000080"", ""S186001090""]","[2025050300010, 2025050300011, 2025050300012]",202505030950,202505031015,IONIQ5,POOL
202505030001,TW_000000011,"[""S186000320"", ""S186001360"", ""S186000380"", ""S186001090""]","[2025050300013, 2025050300014, 2025050300015]",202505031258,202505031311,IONIQ5,POOL
202505030002,TW_000000002,"[""S413000840"", ""S413000330"", ""S413000050"", ""S413000830""]","[2025050300016, 2025050300017, 2025050300018]",202505031155,202505031212,carnivalReg,POOL
202505030002,TW_000000011,"[""S186000320"", ""S186000830"", ""S186000620"", ""S186001090""]","[2025050300022, 2025050300023, 2025050300024]",202505031749,202505031825,IONIQ5,POOL
202505030003,TW_000000002,"[""S413000840"", ""S413000820"", ""S413000780"", ""S413000830""]","[2025050300019, 2025050300020, 2025050300021]",202505031259,202505031306,carnivalReg,POOL
202505030003,TW_000000011,"[""S186000320"", ""S186000640"", ""S186000400"", ""S186001090""]","[2025050300025, 2025050300026, 2025050300027]",202505031859,202505031917,IONIQ5,POOL
202505030004,TW_000000002,"[""S413000840"", ""S413000900"", ""S413000350"", ""S413000830""]","[2025050300031, 2025050300032, 2025050300033]",202505031358,202505031410,carnivalReg,POOL
202505030004,TW_000000011,"[""S186000320"", ""S186000480"", ""S186001410"", ""S186001090""]","[2025050300028, 2025050300029, 2025050300030]",202505032124,202505032150,IONIQ5,POOL
202505030005,TW_000000002,"[""S413000840"", ""S413000440"", ""S413001170"", ""S413000830""]","[2025050300034, 2025050300035, 2025050300036]",202505031625,202505031638,carnivalReg,POOL
202505030005,TW_000000011,"[""S186000320"", ""S186001180"", ""S186000050"", ""S186001090""]","[2025050300037, 2025050300038, 2025050300039]",202505031624,202505031646,IONIQ5,POOL
202505030006,TW_000000002,"[""S413000840"", ""S413000570"", ""S413001160"", ""S413000830""]","[2025050300040, 2025050300041, 2025050300042]",202505031857,202505031909,carnivalReg,POOL
202505030006,TW_000000011,"[""S186000320"", ""S186000930"", ""S186001360"", ""S186001090""]","[2025050300043, 2025050300044, 2025050300045]",202505031952,202505032019,IONIQ5,POOL
202505030007,TW_000000002,"[""S413000840"", ""S413000470"", ""S413000700"", ""S413000830""]","[2025050300046, 2025050300047, 2025050300048]",202505032126,202505032141,carnivalReg,POOL
202505030007,TW_000000011,"[""S186000320"", ""S186000030"", ""S186000700"", ""S186001090""]","[2025050300049, 2025050300050, 2025050300051]",202505030831,202505030855,IONIQ5,POOL
202505030008,TW_000000002,"[""S413000840"", ""S413000500"", ""S413000140"", ""S413000830""]","[2025050300058, 2025050300059, 2025050300060]",202505030849,202505030906,carnivalReg,POOL
202505030008,TW_000000011,"[""S186000320"", ""S186000030"", ""S186000700"", ""S186001090""]","[2025050300052, 2025050300053, 2025050300054]",202505030836,202505030900,IONIQ5,POOL
202505030009,TW_000000002,"[""S413000840"", ""S413000370"", ""S413000210"", ""S413000830""]","[2025050300064, 2025050300065, 2025050300066]",202505031518,202505031530,carnivalReg,POOL
202505030009,TW_000000011,"[""S186000320"", ""S186000030"", ""S186000700"", ""S186001090""]","[2025050300055, 2025050300056, 2025050300057]",202505030841,202505030905,IONIQ5,POOL
202505030010,TW_000000002,"[""S413000840"", ""S413000150"", ""S413000470"", ""S413000830""]","[2025050300067, 2025050300068, 2025050300069]",202505031756,202505031812,carnivalReg,POOL
202505030010,TW_000000011,"[""S186000320"", ""S186000340"", ""S186000020"", ""S186001090""]","[2025050300061, 2025050300062, 2025050300063]",202505031142,202505031206,IONIQ5,POOL
202505040001,TW_000000001,"[""S413000840"", ""S413000580"", ""S413000980"", ""S413000830""]","[2025050400004, 2025050400005, 2025050400006]",202505041857,202505041909,carnivalReg,POOL
202505040001,TW_000000002,"[""S413000840"", ""S413000580"", ""S413000310"", ""S413000830""]","[2025050400010, 2025050400011, 2025050400012]",202505041427,202505041442,carnivalReg,POOL
202505040001,TW_000000005,"[""S413000840"", ""S413001080"", ""S413000710"", ""S413000830""]","[2025050400031, 2025050400032, 2025050400033]",202505041725,202505041745,carnivalWheel,P2P
202505040001,TW_000000007,"[""S186000320"", ""S186001180"", ""S186000760"", ""S186001090""]","[2025050400001, 2025050400002, 2025050400003]",202505041924,202505041939,IONIQ5,POOL
202505040001,TW_000000011,"[""S186000320"", ""S186000550"", ""S186001340"", ""S186001090""]","[2025050400007, 2025050400008, 2025050400009]",202505041626,202505041643,IONIQ5,POOL
202505040002,TW_000000002,"[""S413000840"", ""S413000910"", ""S413000110"", ""S413000830""]","[2025050400016, 2025050400017, 2025050400018]",202505041058,202505041113,carnivalReg,POOL
202505040002,TW_000000011,"[""S186000320"", ""S186001190"", ""S186000520"", ""S186001090""]","[2025050400013, 2025050400014, 2025050400015]",202505042052,202505042113,IONIQ5,POOL
202505040003,TW_000000002,"[""S413000840"", ""S413001040"", ""S413000190"", ""S413000830""]","[2025050400028, 2025050400029, 2025050400030]",202505042025,202505042043,carnivalReg,POOL
