dispatchID,messageTime,passengerID,requestID,routeIDs,pickupStationName,dropoffStationName,reserveType,onboardingTime,dropoffTime,linkIDs,pickupStationID,dropoffStationID,tripID,operationID,vehicleID
D296f729cb,1752625989347,734,req-7333,[2025071700014],No Station Name,No Station Name,1,202507172030,202507172037,"[""L413002450"", ""L413002440"", ""L413004760"", ""L413003880"", ""L413004740"", ""L413002430"", ""L413000610"", ""L413000630"", ""L413000640"", ""L413004730""]",S413000640,S413000620,T941ddb917,202507170001,TW_000000005
D297b88d01,1751782150619,867,req-5710,[2025070700029],No Station Name,No Station Name,1,202507072100,202507072106,"[""L413002690"", ""L413000740"", ""L413002520"", ""L413002510"", ""L413004640"", ""L413002490"", ""L413004650"", ""L413004670"", ""L413004690"", ""L413004710"", ""L413002950"", ""L413003080"", ""L413003260"", ""L413002850"", ""L413003250"", ""L413001510"", ""L413002970"", ""L413003240"", ""L413003230"", ""L413003220"", ""L413001530"", ""L413002980"", ""L413003110"", ""L413002880"", ""L413003120"", ""L413001540"", ""L413002990"", ""L413003210"", ""L413002890"", ""L413003200"", ""L413001560"", ""L413002900"", ""L413003190"", ""L413003000"", ""L413003010"", ""L413003390"", ""L413003150"", ""L413003180"", ""L413001860"", ""L413003970"", ""L413003980"", ""L413001840"", ""L413001850"", ""L413001880""]",S413000860,S413000020,Tf6f248ca8,202507070003,TW_000000003
D29e109929,1749782221625,511,req-3879,[2025061400029],No Station Name,No Station Name,1,202506141300,202506141303,"[""L413004920"", ""L413000520"", ""L413002340"", ""L413002330"", ""L413004770"", ""L413002290"", ""L413002270"", ""L413004800"", ""L413004840"", ""L413004820"", ""L413002230"", ""L413000460"", ""L413000970"", ""L413000590"", ""L413005110""]",S413000980,S413001170,Tecd57f246,202506140004,TW_000000003
D29e61d660,1752973868364,267,req-7878,[2025072100017],No Station Name,No Station Name,1,202507211530,202507211537,"[""L413003780"", ""L413003800"", ""L413004440"", ""L413003770"", ""L413004420"", ""L413003810"", ""L413003830"", ""L413003430"", ""L413002120"", ""L413001790"", ""L413004400"", ""L413002100"", ""L413004380"", ""L413002080"", ""L413002060"", ""L413004350"", ""L413002040"", ""L413004330"", ""L413002020"", ""L413002000"", ""L413004320"", ""L413004290"", ""L413004280"", ""L413004270"", ""L413004250"", ""L413001980"", ""L413004230"", ""L413004210"", ""L413004190"", ""L413004170"", ""L413004140"", ""L413001970"", ""L413000330"", ""L413001040""]",S413000320,S413001130,T9a7200af3,202507210001,TW_000000005
D29eb5ad79,1745896330235,635,req-1374,[2025043000032],No Station Name,No Station Name,1,202504301530,202504301536,"[""L413002850"", ""L413003250"", ""L413001510"", ""L413002970"", ""L413003240"", ""L413003230"", ""L413003220"", ""L413000540"", ""L413000570"", ""L413000580"", ""L413000630"", ""L413000640"", ""L413004730"", ""L413000670"", ""L413004750"", ""L413000170"", ""L413005030"", ""L413001150"", ""L413001140"", ""L413001080"", ""L413001070"", ""L413000790"", ""L413002580"", ""L413002600"", ""L413002620"", ""L413002640"", ""L413001740""]",S413001280,S413001670,T6a771dc22,202504300003,TW_000000003
D29f179e92,1745213110567,17,req-0300,[2025042200047],No Station Name,No Station Name,1,202504222030,202504222043,"[""L186002570"", ""L186001960"", ""L186002440"", ""L186002730"", ""L186001230"", ""L186001170"", ""L186001100"", ""L186001900"", ""L186001890"", ""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186003240"", ""L186003250"", ""L186000170"", ""L186000230"", ""L186002260"", ""L186002230"", ""L186000240"", ""L186000330"", ""L186000340"", ""L186000840"", ""L186000820""]",S186000130,S186001150,Tb489123c1,202504220009,TW_000000010
D2a5c610bc,1748912461699,563,req-3156,[2025060400014],No Station Name,No Station Name,1,202506041600,202506041607,"[""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186003530"", ""L186000410"", ""L186000100""]",S186001010,S186000730,T8e21b0926,202506040002,TW_000000008
D2a5f193e7,1752282783604,260,req-6791,[2025071300011],No Station Name,공정거래위원회,1,202507131130,202507131138,"[""L413004480"", ""L413003750"", ""L413003490"", ""L413004460"", ""L413003470"", ""L413002390"", ""L413001760"", ""L413003850"", ""L413005200"", ""L413005180"", ""L413003840"", ""L413002370"", ""L413001270"", ""L413004910"", ""L413001280"", ""L413001310"", ""L413001330"", ""L413004890""]",S413000260,S413001010,T92a6af556,202507130001,TW_000000005
D2ac6d61a4,1747014004478,557,req-3145,[2025051300020],No Station Name,No Station Name,1,202505131730,202505131733,"[""L186000080"", ""L186000090"", ""L186002600"", ""L186000100"", ""L186002720"", ""L186000670"", ""L186002140"", ""L186002110""]",S186000020,S186001260,Ta25ab7485,202505130003,TW_000000011
D2ad5abaa0,1747970702837,821,req-4690,[2025052300044],No Station Name,No Station Name,2,202505231233,202505231237,"[""L413005180"", ""L413003840"", ""L413002370"", ""L413002340"", ""L413000530"", ""L413001250"", ""L413004930"", ""L413000650"", ""L413001240"", ""L413001230"", ""L413004950"", ""L413001210"", ""L413004970"", ""L413001190"", ""L413005000"", ""L413004990"", ""L413000680"", ""L413000170"", ""L413005030"", ""L413001150"", ""L413001140"", ""L413001080"", ""L413001070"", ""L413000790"", ""L413002580"", ""L413000800"", ""L413001130"", ""L413005040"", ""L413001160"", ""L413001170""]",S413000560,S413000950,Tfa2107283,202505230006,TW_000000002
D2adbbc2bc,1747632603165,604,req-4158,[2025052000032],No Station Name,No Station Name,1,202505201530,202505201535,"[""L413004300"", ""L413004310"", ""L413001340"", ""L413004860"", ""L413000510"", ""L413004880"", ""L413001320"", ""L413004870"", ""L413001300"", ""L413001290"", ""L413001260"", ""L413004900"", ""L413000530"", ""L413001250"", ""L413004930"", ""L413000650"", ""L413001240"", ""L413001230"", ""L413004950"", ""L413001210"", ""L413004970"", ""L413001190"", ""L413005000"", ""L413004990"", ""L413000680"", ""L413000170"", ""L413005030"", ""L413001150"", ""L413001140"", ""L413001080"", ""L413001070"", ""L413002550""]",S413000070,S413000800,T2306d0e7d,202505200004,TW_000000002
D2ae15a15a,1746353889720,445,req-2139,[2025050500032],No Station Name,No Station Name,1,202505052130,202505052133,"[""L413001050"", ""L413000450"", ""L413003930"", ""L413004120"", ""L413001990"", ""L413004110"", ""L413004160"", ""L413004180"", ""L413004200"", ""L413004220"", ""L413004240"", ""L413004260"", ""L413002010"", ""L413004300"", ""L413004310"", ""L413002030"", ""L413002050"", ""L413004340"", ""L413002070"", ""L413004360"", ""L413002090""]",S413001140,S413000120,Ta3556aad2,202505050003,TW_000000002
D2af2370da,1750483031021,587,req-5001,[2025062100050],No Station Name,No Station Name,2,202506211425,202506211432,"[""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186003530"", ""L186000140"", ""L186002610""]",S186001010,S186000060,T1e18a3f79,202506210007,TW_000000008
D2b089c900,1745797022410,981,req-1206,[2025042900011],No Station Name,No Station Name,1,202504291230,202504291232,"[""L413000990"", ""L413000460""]",S413001150,S413001160,Tc4a67774b,202504290001,TW_000000001
D2b51a2417,1750893242354,746,req-5630,[2025062700008],No Station Name,No Station Name,1,202506271400,202506271407,"[""L413003890"", ""L413003900"", ""L413002690"", ""L413002540"", ""L413002560"", ""L413002580"", ""L413000800"", ""L413001130"", ""L413005040"", ""L413001160"", ""L413001170"", ""L413000160"", ""L413005020"", ""L413000690"", ""L413001180"", ""L413004980"", ""L413001200"", ""L413005010"", ""L413004960"", ""L413001220"", ""L413004940"", ""L413000660"", ""L413004920"", ""L413005210"", ""L413005220"", ""L413005190"", ""L413002380"", ""L413003470"", ""L413002390""]",S413000850,S413000390,Te8a5d443c,202506270001,TW_000000001
D2bbd1504e,1745838784683,182,req-1317,[2025042800047],No Station Name,No Station Name,2,202504282022,202504282027,"[""L413002350"", ""L413004780"", ""L413002360"", ""L413000520"", ""L413002340"", ""L413002330"", ""L413004770"", ""L413002290"", ""L413002270"", ""L413004800"", ""L413004840"", ""L413004820"", ""L413001000"", ""L413001030"", ""L413003820"", ""L413001050"", ""L413000450"", ""L413003930"", ""L413004120"", ""L413001990"", ""L413004110"", ""L413004160"", ""L413004180"", ""L413004200"", ""L413004220"", ""L413004240"", ""L413004260""]",S413000530,S413000070,T0d8aa6c62,202504280005,TW_000000003
D2bc5b68ed,1746922869939,907,req-2989,[2025051100047],No Station Name,No Station Name,2,202505110928,202505110935,"[""L413000890"", ""L413005070"", ""L413000910"", ""L413000880"", ""L413000920"", ""L413000900"", ""L413005080"", ""L413000850"", ""L413005050"", ""L413000610"", ""L413000630"", ""L413000640"", ""L413004730"", ""L413000670"", ""L413004750"", ""L413000170"", ""L413005030"", ""L413001150"", ""L413001140"", ""L413001080"", ""L413001070"", ""L413002550"", ""L413002530"", ""L413002520"", ""L413002510"", ""L413004640"", ""L413002490"", ""L413004650"", ""L413004670"", ""L413004690"", ""L413004710"", ""L413002950"", ""L413003080"", ""L413003260"", ""L413002850"", ""L413003250"", ""L413001510"", ""L413002970"", ""L413003240""]",S413001600,S413001260,Tdb22c2c63,202505110006,TW_000000002
D2bca5055d,1746152942388,653,req-1783,[2025050300029],No Station Name,No Station Name,1,202505032130,202505032141,"[""L186001850"", ""L186002390"", ""L186002770"", ""L186001840"", ""L186001830"", ""L186001860"", ""L186001870"", ""L186002420"", ""L186001510"", ""L186001180"", ""L186001170"", ""L186001100"", ""L186001900"", ""L186001890"", ""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186003240"", ""L186003250"", ""L186000170"", ""L186000230"", ""L186002260"", ""L186002230"", ""L186000310"", ""L186003040""]",S186000480,S186001410,T7f30d3e79,202505030004,TW_000000011
D2bccf7b4d,1751862249088,691,req-5830,[2025070800023],No Station Name,No Station Name,1,202507082130,202507082133,"[""L413000630"", ""L413000640"", ""L413004730"", ""L413000670"", ""L413004750"", ""L413000700"", ""L413000690"", ""L413001180""]",S413000590,S413000960,Te6cbb0e23,202507080001,TW_000000003
D2bf9509c0,1747119726654,384,req-3337,[2025051400035],No Station Name,No Station Name,1,202505142000,202505142008,"[""L186001740"", ""L186002360"", ""L186000010"", ""L186000560"", ""L186000210"", ""L186000960"", ""L186002350"", ""L186001460"", ""L186001440"", ""L186002370"", ""L186001820"", ""L186001810"", ""L186001540"", ""L186001430"", ""L186001850"", ""L186002390"", ""L186002770"", ""L186001840"", ""L186001830"", ""L186001860"", ""L186001870"", ""L186002420"", ""L186001510"", ""L186001570"", ""L186001580"", ""L186001930"", ""L186002430"", ""L186001340"", ""L186001370"", ""L186001950"", ""L186001970"", ""L186001600"", ""L186001590"", ""L186002000"", ""L186002580"", ""L186002020"", ""L186001620"", ""L186001450"", ""L186002450"", ""L186002030"", ""L186001420"", ""L186002510"", ""L186002520"", ""L186002040"", ""L186001470"", ""L186001220""]",S186000690,S186000620,T5a8b242e8,202505140005,TW_000000011
D2c18a7cca,1746770946515,510,req-2779,[2025051000035],No Station Name,No Station Name,1,202505102100,202505102109,"[""L186000910"", ""L186000890"", ""L186000940"", ""L186000850"", ""L186000860"", ""L186000260"", ""L186002240"", ""L186002250"", ""L186000270"", ""L186000630"", ""L186000640"", ""L186003230"", ""L186003220"", ""L186000380"", ""L186000390"", ""L186000980"", ""L186002160"", ""L186003540"", ""L186000200"", ""L186002490"", ""L186002470"", ""L186002290"", ""L186000770"", ""L186000780"", ""L186002810"", ""L186002800"", ""L186002740"", ""L186001030"", ""L186002330"", ""L186001040"", ""L186000740"", ""L186002180""]",S186001160,S186000910,T75830f823,202505100005,TW_000000011
D2c42ecb03,1748399044455,558,req-2801,[2025052800053],No Station Name,No Station Name,2,202505281137,202505281141,"[""L186000850"", ""L186000860"", ""L186000300"", ""L186000310"", ""L186003040""]",S186001080,S186001410,T444ea3771,202505280007,TW_000000008
D2c45bf515,1748474410099,183,req-2913,[2025053000008],No Station Name,No Station Name,1,202505302000,202505302006,"[""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340""]",S186000360,S186001040,T0fb3500f4,202505300001,TW_000000008
D2c77bccda,1751074263918,124,req-5928,[2025062900023],외삼차량기지,No Station Name,1,202506292000,202506292003,"[""L186002800"", ""L186002740"", ""L186001030"", ""L186002330"", ""L186001040"", ""L186000740"", ""L186002180""]",S186001170,S186000910,Tfcabcb62e,202506290003,TW_000000008
D2c9681792,1748912773306,622,req-3157,[2025060400017],No Station Name,No Station Name,1,202506041800,202506041804,"[""L413005020"", ""L413000690"", ""L413001180"", ""L413004980"", ""L413001200"", ""L413005010"", ""L413004960"", ""L413001220"", ""L413004940"", ""L413000660"", ""L413004920"", ""L413000520"", ""L413001270"", ""L413004910"", ""L413001280"", ""L413001310"", ""L413001330"", ""L413004890"", ""L413001350"", ""L413000500"", ""L413004850"", ""L413000370"", ""L413002020"", ""L413002000""]",S413000950,S413000140,T1c583a91c,202506040001,TW_000000003
D2ca85d40b,1753492743859,854,req-8694,[2025072700020],No Station Name,No Station Name,1,202507271900,202507271909,"[""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186003530"", ""L186000410"", ""L186000100"", ""L186002720"", ""L186000670"", ""L186002140"", ""L186002110""]",S186000290,S186001260,T73e5fd254,202507270003,TW_000000011
D2ca98177e,1747372447265,666,req-3747,[2025051600053],No Station Name,No Station Name,2,202505161424,202505161427,"[""L186003240"", ""L186003250"", ""L186000170""]",S186001090,S186001190,T89a39523e,202505160007,TW_000000011
D2cd08b57d,1745901848761,2,req-1389,[2025043000038],No Station Name,No Station Name,1,202504301630,202504301632,"[""L186000910"", ""L186000890"", ""L186000940"", ""L186000850"", ""L186000830""]",S186001150,S186000240,T48e7632ec,202504300005,TW_000000010
D2cd81e00d,1750648201630,511,req-5251,[2025062400026],공정거래위원회,No Station Name,1,202506241830,202506241833,"[""L413000500"", ""L413004850"", ""L413002050"", ""L413004340"", ""L413002070"", ""L413004360"", ""L413002090"", ""L413001780"", ""L413004370"", ""L413004390"", ""L413003760""]",S413001010,S413000300,Tb94832c5f,202506240003,TW_000000003
D2d34e33bb,1750206728420,641,req-4539,[2025061900014],No Station Name,No Station Name,1,202506191700,202506191713,"[""L186002160"", ""L186003540"", ""L186000200"", ""L186002490"", ""L186002470"", ""L186002290"", ""L186000770"", ""L186000780"", ""L186002810"", ""L186002800"", ""L186002740"", ""L186001030"", ""L186002330"", ""L186001040"", ""L186000740"", ""L186002180"", ""L186002200"", ""L186002190"", ""L186000210"", ""L186000960"", ""L186002350"", ""L186001460"", ""L186001440"", ""L186002370"", ""L186001820"", ""L186001810"", ""L186001540"", ""L186001430"", ""L186001850"", ""L186002390"", ""L186002770"", ""L186001840"", ""L186001830"", ""L186001860"", ""L186001870"", ""L186002420"", ""L186001510"", ""L186001570"", ""L186001580"", ""L186001930"", ""L186002430"", ""L186001340"", ""L186001370"", ""L186001950"", ""L186001970"", ""L186001600"", ""L186001590"", ""L186002000"", ""L186002580"", ""L186002020"", ""L186001620"", ""L186001450"", ""L186002450"", ""L186002030"", ""L186001420"", ""L186002510"", ""L186002520""]",S186000920,S186000580,Tfd0d6cf76,202506190001,TW_000000008
D2d7e8100d,1751155867440,283,req-6051,[2025063000017],공정거래위원회,No Station Name,1,202506301600,202506301604,"[""L413004880"", ""L413001320"", ""L413004870"", ""L413001300"", ""L413001290"", ""L413001260"", ""L413004900"", ""L413000530"", ""L413002360"", ""L413005210"", ""L413005220"", ""L413005190"", ""L413003480"", ""L413004450"", ""L413003730"", ""L413004470"", ""L413003710"", ""L413003690"", ""L413004490""]",S413001040,S413000350,T441948d2b,202506300002,TW_000000003
D2d8b6cc3d,1749002888875,905,req-3309,[2025060400041],반석역,No Station Name,2,202506041114,202506041122,"[""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186000980"", ""L186002160""]",S186000680,S186000170,Ta933fd075,202506040006,TW_000000008
D2da81a016,1752484926138,923,req-7154,[2025071500029],No Station Name,No Station Name,1,202507152100,202507152104,"[""L413003880"", ""L413004740"", ""L413002430"", ""L413000610"", ""L413000630"", ""L413000640"", ""L413004730"", ""L413000670"", ""L413004750"", ""L413000700"", ""L413000010""]",S413000700,S413000360,T4af62701a,202507150005,TW_000000001
D2dbdd71ee,1748225170694,235,req-2529,[2025052700017],No Station Name,No Station Name,1,202505271300,202505271303,"[""L186001870"", ""L186002420"", ""L186001510"", ""L186001570"", ""L186001580"", ""L186001930""]",S186000350,S186000340,Tb33286f50,202505270002,TW_000000008
D2e0dcc1d1,1745465282940,592,req-0691,[2025042400135],No Station Name,No Station Name,2,202504241241,202504241252,"[""L186000910"", ""L186000890"", ""L186000940"", ""L186000850"", ""L186000860"", ""L186000260"", ""L186002240"", ""L186002250"", ""L186000270"", ""L186000630"", ""L186000640"", ""L186003230"", ""L186003220"", ""L186000380"", ""L186000390"", ""L186000980"", ""L186002160"", ""L186003540"", ""L186000200"", ""L186002490"", ""L186002470"", ""L186002290"", ""L186000770"", ""L186000780"", ""L186002810"", ""L186002800"", ""L186002740"", ""L186001030"", ""L186002330"", ""L186001040"", ""L186000740"", ""L186002180"", ""L186002200"", ""L186002190"", ""L186000210"", ""L186000510"", ""L186000010"", ""L186000020""]",S186001130,S186000750,T7f0b468a4,202504240021,TW_000000010
D2e5c3f9e4,1753054206859,525,req-7998,[2025072200002],No Station Name,No Station Name,1,202507221600,202507221607,"[""L413000460"", ""L413002240"", ""L413002250"", ""L413004810"", ""L413004830"", ""L413004790"", ""L413002260"", ""L413002280"", ""L413002300"", ""L413002310"", ""L413002320"", ""L413002350"", ""L413004780"", ""L413002360"", ""L413005210"", ""L413005220"", ""L413005190"", ""L413002380"", ""L413003470"", ""L413002390""]",S413001630,S413000390,T575e1ae9d,202507220001,TW_000000005
D2e6c1d5a9,1748574484331,398,req-3091,[2025053100029],No Station Name,No Station Name,1,202505311830,202505311836,"[""L186001120"", ""L186001110"", ""L186002570"", ""L186001960"", ""L186002440"", ""L186002730"", ""L186001230"", ""L186001170"", ""L186001100"", ""L186001900"", ""L186001890"", ""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000560"", ""L186000210"", ""L186000960"", ""L186002350"", ""L186001460""]",S186000850,S186000430,T8f7e24cc7,202505310005,TW_000000008
D2ea4d69bd,1747350064588,587,req-3675,[2025051600038],No Station Name,공정거래위원회,2,202505160807,202505160811,"[""L413001180"", ""L413004980"", ""L413001200"", ""L413005010"", ""L413004960"", ""L413001220"", ""L413004940"", ""L413000660"", ""L413004920"", ""L413000520"", ""L413001270"", ""L413004910"", ""L413001280"", ""L413001310"", ""L413001330"", ""L413004890"", ""L413001350"", ""L413000500"", ""L413004850"", ""L413000370"", ""L413002020"", ""L413000360"", ""L413001340"", ""L413004860""]",S413000640,S413001040,T075727e72,202505160007,TW_000000002
D2eed504ae,1745803504119,449,req-1224,[2025042800035],No Station Name,No Station Name,2,202504281032,202504281038,"[""L413000670"", ""L413004750"", ""L413000170"", ""L413005030"", ""L413001150"", ""L413001140"", ""L413001080"", ""L413001070"", ""L413002550"", ""L413002530"", ""L413002520"", ""L413002510"", ""L413004640"", ""L413002490"", ""L413004650"", ""L413004670"", ""L413004690"", ""L413004710"", ""L413002950"", ""L413003080"", ""L413003260"", ""L413002850"", ""L413003250"", ""L413001510"", ""L413002970"", ""L413003240""]",S413000600,S413001260,Tb669c91f4,202504280001,TW_000000003
D2f16149c2,1752361637981,868,req-6914,[2025071300041],No Station Name,No Station Name,2,202507130817,202507130822,"[""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186000980"", ""L186002160""]",S186001290,S186000180,Te7a1b517f,202507130005,TW_000000011
D2f1b62bff,1749268087254,591,req-3738,[2025060700053],No Station Name,No Station Name,2,202506071254,202506071257,"[""L413000700"", ""L413000690"", ""L413001180"", ""L413004980"", ""L413001200"", ""L413005010"", ""L413004960"", ""L413001220"", ""L413004940"", ""L413000660"", ""L413004920"", ""L413005210"", ""L413005220"", ""L413005130"", ""L413005180""]",S413000690,S413000410,Taade3f767,202506070006,TW_000000003
D2f47b9d39,1746141609658,389,req-1749,[2025050300005],No Station Name,No Station Name,1,202505031600,202505031608,"[""L413004800"", ""L413004840"", ""L413004820"", ""L413002230"", ""L413000460"", ""L413000970"", ""L413000590"", ""L413005110"", ""L413000930"", ""L413005090"", ""L413000920"", ""L413000900"", ""L413005080"", ""L413000850"", ""L413005050"", ""L413000610"", ""L413000630"", ""L413000640"", ""L413004730"", ""L413000670"", ""L413004750"", ""L413000700""]",S413000430,S413000630,T51836f895,202505030001,TW_000000005
D2f67d2360,1753235522096,647,req-8281,[2025072400017],No Station Name,No Station Name,1,202507241430,202507241435,"[""L413001930"", ""L413004000"", ""L413004050"", ""L413004070"", ""L413004030"", ""L413004090"", ""L413001040"", ""L413004100"", ""L413001060"", ""L413000440"", ""L413000990"", ""L413000460"", ""L413000970"", ""L413000590"", ""L413005110"", ""L413000930"", ""L413005090"", ""L413000920"", ""L413000900"", ""L413005080"", ""L413000850"", ""L413005050"", ""L413000610"", ""L413000630"", ""L413000640""]",S413000030,S413000600,T74a47447c,202507240004,TW_000000001
D2f67f97ac,1745885041075,604,req-1339,[2025043000017],No Station Name,No Station Name,1,202504301130,202504301140,"[""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186000370"", ""L186000380"", ""L186000390"", ""L186003530"", ""L186000410"", ""L186000100"", ""L186002720""]",S186000360,S186000890,T627fdb136,202504300003,TW_000000010
D2f70d4f9b,1747784707949,627,req-4369,[2025052100044],No Station Name,No Station Name,2,202505210853,202505210855,"[""L413004990"", ""L413000680"", ""L413000700""]",S413001080,S413000640,Tc17afd356,202505210006,TW_000000002
D2f80513d2,1752978123272,857,req-7888,[2025072100029],No Station Name,No Station Name,1,202507211930,202507211946,"[""L186000350"", ""L186000080"", ""L186000090"", ""L186002600"", ""L186000100"", ""L186002720"", ""L186000670"", ""L186002140"", ""L186002110"", ""L186000450"", ""L186000460"", ""L186001020"", ""L186000990"", ""L186002270"", ""L186001010"", ""L186000200"", ""L186002490"", ""L186002470"", ""L186002290"", ""L186000770"", ""L186000780"", ""L186002810"", ""L186002800"", ""L186002740"", ""L186001030"", ""L186002330"", ""L186001040"", ""L186000740"", ""L186002180"", ""L186002200"", ""L186002190"", ""L186000210"", ""L186000960"", ""L186002350"", ""L186001460"", ""L186001440"", ""L186002370"", ""L186001820"", ""L186001810"", ""L186001540"", ""L186001430"", ""L186001850"", ""L186002390"", ""L186002770"", ""L186001840"", ""L186001830"", ""L186001860"", ""L186001870"", ""L186002420"", ""L186001510"", ""L186001570"", ""L186001580"", ""L186001930"", ""L186002430"", ""L186001340"", ""L186001370"", ""L186001950"", ""L186001970"", ""L186001600"", ""L186001590"", ""L186002000"", ""L186002580"", ""L186002020"", ""L186001620"", ""L186001450"", ""L186002450"", ""L186002030"", ""L186001420"", ""L186002510""]",S186000060,S186000770,T496f2c749,202507210005,TW_000000011
D2fde98ce5,1753320849050,354,req-8416,[2025072500017],송림마을1단지,No Station Name,1,202507252100,202507252105,"[""L186001890"", ""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000560"", ""L186000210"", ""L186000960"", ""L186002350""]",S186000640,S186000370,T51f0b8b91,202507250001,TW_000000011
D30a7c0bcc,1746745443722,326,req-2704,[2025050900041],반석역,No Station Name,2,202505090812,202505090823,"[""L186002770"", ""L186001840"", ""L186001830"", ""L186001860"", ""L186001870"", ""L186002420"", ""L186001510"", ""L186001180"", ""L186001170"", ""L186001100"", ""L186001900"", ""L186001890"", ""L186001880"", ""L186002410"", ""L186002400"", ""L186001140"", ""L186000970"", ""L186001800"", ""L186002380"", ""L186002220"", ""L186001790"", ""L186001780"", ""L186001770"", ""L186001760"", ""L186001750"", ""L186001740"", ""L186002360"", ""L186000010"", ""L186000020"", ""L186001730"", ""L186001720"", ""L186002210"", ""L186000030"", ""L186000040"", ""L186002340"", ""L186002690"", ""L186002680"", ""L186002320"", ""L186002790"", ""L186000050"", ""L186002820"", ""L186002310"", ""L186001710"", ""L186002300"", ""L186002480"", ""L186002500"", ""L186002760"", ""L186000360"", ""L186003240"", ""L186003150"", ""L186003560"", ""L186003180"", ""L186003170"", ""L186003190"", ""L186003470"", ""L186003810"", ""L186003450"", ""L186003480"", ""L186002970"", ""L186003130""]",S186000300,S186001470,Tbf73225e1,202505090006,TW_000000011
